Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Will Bruin,,F,6,6,491,4,1,18,8,2,0/0,2,2,0.73,22.2,1,1,0,0.18,6,2,3,0,0,44.44,2012,post
Mike Magee,,M,6,6,540,3,1,10,4,0,0/0,2,1,0.5,30,0,0,1,0.17,5,1,1,0,0,40,2012,post
Landon Donovan,,M-F,5,5,444,2,3,12,4,2,2-Feb,2,0,0.41,16.7,2,1,2,0.61,7,6,3,1,0,33.33,2012,post
Nick DeLeon,,M,4,4,360,2,0,4,3,1,0/0,0,2,0.5,50,0,0,0,0,2,0,1,0,0,75,2012,post
Calen Carr,,F,4,4,251,1,2,11,4,0,0/0,0,1,0.36,9.1,1,1,1,0.72,4,11,0,1,0,36.36,2012,post
Zach Scott,,D,3,2,183,1,1,1,1,1,0/0,1,0,0.49,100,0,1,0,0.49,1,1,0,0,0,100,2012,post
Boniek Garcia,,M,6,6,540,1,1,3,2,0,0/0,0,1,0.17,33.3,0,1,0,0.17,9,7,2,1,0,66.67,2012,post
Adam Moffat,,M,6,6,456,1,1,6,1,1,0/0,1,0,0.2,16.7,0,0,1,0.2,5,1,0,0,0,16.67,2012,post
Alan Gordon,,F,2,0,42,1,0,1,1,0,0/0,1,0,2.14,100,0,0,0,0,1,1,2,0,0,100,2012,post
Darren Mattocks,,F,1,1,59,1,0,1,1,0,0/0,0,1,1.53,100,0,0,0,0,0,2,1,0,0,100,2012,post
Andre Hainault,,D,3,2,215,1,0,2,1,0,0/0,1,0,0.42,50,0,0,0,0,4,2,0,0,0,50,2012,post
Seth Sinovic,,D,2,2,180,1,0,2,1,1,0/0,1,0,0.5,50,0,0,0,0,1,2,0,0,0,50,2012,post
Víctor Bernárdez,,D,2,2,102,1,0,2,2,1,0/0,0,1,0.88,50,0,0,0,0,4,1,0,1,0,100,2012,post
Kofi Sarkodie,,D,6,6,527,1,0,3,3,0,0/0,1,0,0.17,33.3,0,0,0,0,6,4,0,1,0,100,2012,post
Alex,,M,1,0,45,1,0,4,1,0,0/0,1,0,2,25,0,0,0,0,0,2,1,0,0,25,2012,post
Mario Martinez,,M,4,2,201,1,0,5,3,1,0/0,0,1,0.45,20,0,0,0,0,1,9,0,0,0,60,2012,post
Eddie Johnson,,F,3,2,205,1,0,7,3,0,0/0,1,0,0.44,14.3,0,0,0,0,2,5,7,1,0,42.86,2012,post
Omar Gonzalez,,D,6,6,540,1,0,7,1,0,0/0,1,0,0.17,14.3,0,0,0,0,6,15,0,1,0,14.29,2012,post
Branko Boskovic,,M,4,4,321,1,0,9,2,0,0/0,1,0,0.28,11.1,0,0,0,0,2,6,0,0,0,22.22,2012,post
Sean Franklin,,D,5,5,450,0,4,2,1,0,0/0,0,0,0,0,1,3,1,0.8,2,1,4,0,0,50,2012,post
Brad Davis,,M,6,6,526,0,3,4,1,0,0/0,0,0,0,0,0,1,2,0.51,6,11,0,1,0,25,2012,post
Juninho,,M,6,5,412,0,2,7,1,0,0/0,0,0,0,0,0,2,0,0.44,8,3,0,1,0,14.29,2012,post
Tommy Meyer,,D,6,6,540,0,1,0,0,0,0/0,0,0,0,0,1,0,1,0.17,7,1,0,0,0,,2012,post
Matt Watson,,M,1,1,80,0,1,1,1,0,0/0,0,0,0,0,0,0,1,1.13,1,0,1,0,0,100,2012,post
Justin Morrow,,D,2,2,180,0,1,1,0,0,0/0,0,0,0,0,0,1,0,0.5,2,0,0,0,0,0,2012,post
Robbie Russell,,D,3,3,270,0,1,1,0,0,0/0,0,0,0,0,1,0,1,0.33,2,2,1,0,0,0,2012,post
 Christian Wilhelmsson,,M,4,3,244,0,1,2,0,0,0/0,0,0,0,0,0,1,0,0.37,9,5,4,0,0,0,2012,post
Luiz Camargo,,M,3,1,120,0,1,2,0,0,0/0,0,0,0,0,0,1,0,0.75,3,0,0,0,0,0,2012,post
Maicon Santos,,F,1,1,90,0,1,3,0,0,0/0,0,0,0,0,0,1,0,1,0,4,2,0,0,0,2012,post
Christian Tiffert,,M,4,4,318,0,1,3,2,0,0/0,0,0,0,0,1,1,0,0.28,5,3,1,0,0,66.67,2012,post
Patrick Nyarko,,F-M,1,1,90,0,1,3,2,0,0/0,0,0,0,0,0,1,0,1,1,5,0,0,0,66.67,2012,post
Fredy Montero,,F,4,4,317,0,1,4,1,0,0/0,0,0,0,0,1,0,1,0.28,5,3,3,0,0,25,2012,post
Graham Zusi,,M,2,2,180,0,1,5,0,0,0/0,0,0,0,0,1,1,0,0.5,7,4,0,1,0,0,2012,post
Brad Evans,,D-M,4,4,360,0,1,6,4,0,0/0,0,0,0,0,1,0,1,0.25,5,4,0,1,0,66.67,2012,post
Kei Kamara,,F,2,2,180,0,1,7,1,0,0/0,0,0,0,0,1,1,0,0.5,2,5,2,1,0,14.29,2012,post
David Beckham,,M,6,6,513,0,1,8,3,0,0/0,0,0,0,0,0,1,0,0.18,6,4,0,1,0,37.5,2012,post
Lionard Pajoy,,F,4,4,326,0,1,8,3,0,0/0,0,0,0,0,1,0,1,0.28,6,6,12,1,0,37.5,2012,post
Daniel Steres ,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Cesar Diaz Pizarro,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Kyle Miller,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Greg Klazura ,,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Kellen Gulley,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jose Villarreal,,M,1,0,6,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jose Angulo,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jhonny Arteaga,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Ryan Maduro,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Tyler Ruthven,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Caleb Clarke,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Leone Cruz,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Terukazu Tanaka,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jonny Steele,,M,1,0,4,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Alex Caskey,,M,1,1,73,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,3,0,0,0,,2012,post
Josh Suggs,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Tiago Ulisses,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Raphael Augusto,,M,1,0,50,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,4,0,0,0,0,,2012,post
David Viana,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Roger Levesque,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jonathan Borrajo,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Austin Berry,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,0,0,0,0,,2012,post
Warren Creavalle,,M,1,0,2,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Diogo de Almeida,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Connor Lade,,D,2,2,179,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,5,2,0,1,0,,2012,post
Bryce Alderson,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Andrew Duran,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Chris Estridge,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Rafael Garcia ,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Sam Garza,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Bryan Gaul,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Hunter Jumper,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Enzo Martinez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Colin Rolfe ,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Andy Rose,,M,2,0,34,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2012,post
Lance Rozeboom ,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Shawn Singh,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Babayele Sodade,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Kenney Walker,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Tony Walls,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Emiliano Bonfigli,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Martín Bonjour,,D,1,0,20,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,0,0,1,0,,2012,post
Rafael Robayo,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Federico Puppo,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Cyprian Hedrik,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jacob Hustedt,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Sebastian Velasquez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Cordell Cato,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jun Marques Davidson,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Brian Ownby,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Camilo Sanvezzo,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Michael Thomas,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Kyle Nakazawa,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Leonardo,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Joey Gjertsen,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Teal Bunbury,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Korede Aiyegbusi,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Kwame Watson-Siriboe,,D,1,1,76,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Amadou Sanyang,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Leonardo González,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Cody Arnoux,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Brad Ring,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jean-Marc Alexandre,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
O'Brian White,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Lawrence Olum,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Carlyle Mitchell,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Yordany Álvarez,,M,1,0,3,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2012,post
Nico Muñiz,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Michael Boxall,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Orr Barouch,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Pari Pantazopoulos,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Je-Vaughn Watson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Soony Saad,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Rafael Baca,,M,2,2,147,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2012,post
Alex Dixon,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Ethan White,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Victor Pineda,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Conor Shanosky,,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Omar Salgado,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jack McBean,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Konrad Warzycha,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Kevin Ellis,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Luis Gil,,M,1,0,5,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Chris Schuler,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Steven Kinney,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Mike Seamon,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Corben Bone,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Steven Beitashour,,D,2,2,163,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,4,0,0,0,,2012,post
Birahim Diop,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Russell Teibert,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Michael Tetteh,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Anthony Ampaipitakwong,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Dan Keat,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Hector Jimenez,,M,1,1,52,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Corey Hertzog,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Long Tan,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Servando Carrasco,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Michael Nanchoff,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Josue Soto,,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Tim Cahill,,M,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,2,0,0,0,,2012,post
Andy O'Brien,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,1,0,0,0,,2012,post
Cory Gibbs,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Tressor Moreno,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Teemu Tainio,,M,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,5,1,0,0,0,,2012,post
Davide Chiumiento,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Ramiro Corrales,,M,1,1,69,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,1,0,0,,2012,post
Lloyd Sam,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Pável Pardo,,M,1,1,60,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2012,post
Lee Young-Pyo,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2012,post
Josh Wolff,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Tim Ward,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jed Zayner,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Floyd Franks,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Daniel Woolard,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Logan Pause,,M,1,1,45,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Chad Barrett,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Etienne Barbara,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Atiba Harris,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Khari Stephenson,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Bobby Convey,,M,1,0,1,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jay DeMerit,,D,1,1,70,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2012,post
Sercan Güvenisik,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Alain Rochat,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Guillermo Franco,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Andrew Boyens,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Pat Noonan,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Michael Videira,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
A.J. DeLaGarza,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Ellis McLoughlin,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Victor Palsson,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Emiliano Dudar,,D,3,1,97,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,,2012,post
Marcus Tracy,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Brandon Barklage,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Marco Pappa,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Neven Markovic,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Sebastián Grazzini,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Stephen King,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Justin Braun,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Daniel Paladini,,M,1,0,15,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Shea Salinas,,M,2,0,54,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Geoff Cameron,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Chance Myers,,D,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,2,0,1,0,,2012,post
Bryan Jordan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Brandon McDonald,,D,3,3,236,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2012,post
Kheli Dube,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Abdoulie Mansally,,D,1,1,86,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,1,0,0,0,,2012,post
Tony Beltran,,D,2,2,175,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,3,0,0,0,,2012,post
Jámison Olave,,D,2,1,104,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,1,0,0,0,,2012,post
Luke Sassano,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
David Júnior Lopes,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Christian Sivebaek,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Adam Johansson,,D,4,4,344,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,6,3,0,0,0,,2012,post
Jose Recio,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Nathan Sturgis,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Mehdi Ballouchy,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jason Hernandez,,D,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,2,0,0,0,,2012,post
Dane Richards,,M,1,0,10,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Patrick Ianni,,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Mike Chabala,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Wilman Conde,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jan Gunnar Solli,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Marc Burch,,D,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,1,0,0,0,,2012,post
Michael Harrington,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Kurt Morsink,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Adam Cristman,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Wells Thompson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Paulo Nagamura,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jordan Harvey,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,2,1,0,0,,2012,post
Dan Gargan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Stephen Keel,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Jacob Peterson,,F,1,1,89,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,,2012,post
Chris Wingert,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2012,post
Colin Clark,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2012,post
Marcelo Saragosa,,M,4,4,265,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,6,3,0,0,0,100,2012,post
Todd Dunivant,,D,6,6,540,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2012,post
Jeff Parke,,D,4,4,360,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,2012,post
Hamdi Salihi,,F,2,0,34,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,2012,post
